employee_id,job_role,job_level,business_travel,overtime,monthly_income,hourly_rate,daily_rate,monthly_rate,percent_salary_hike,stock_option_level,training_times_last_year,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
399,Sales Representative,1,Travel_Frequently,No,2789,84,444,3909,11,1,5,2,2,2,2
401,Sales Executive,2,Travel_Rarely,Yes,5828,48,950,8450,12,0,0,8,7,7,4
403,Research Scientist,1,Travel_Frequently,Yes,2326,53,889,11411,12,3,3,4,2,1,2
404,Sales Executive,4,Travel_Frequently,No,13525,77,555,14864,14,1,2,20,4,4,8
405,Laboratory Technician,1,Travel_Rarely,No,1420,54,230,25233,13,0,2,0,0,0,0
406,Sales Executive,3,Travel_Rarely,No,8020,96,1232,5100,15,2,3,11,9,6,9
407,Laboratory Technician,1,Travel_Frequently,No,3688,81,566,7122,18,2,2,1,0,0,0
408,Manufacturing Director,2,Travel_Rarely,No,5482,84,1302,16321,18,1,3,4,1,1,2
410,Manager,4,Travel_Rarely,No,16015,88,334,15896,19,0,2,22,10,0,4
411,Sales Representative,1,Travel_Rarely,No,1200,69,812,9724,12,0,2,0,0,0,0
412,Healthcare Representative,2,Travel_Rarely,No,5661,68,1476,4824,19,0,2,8,3,0,7
416,Sales Executive,2,Travel_Rarely,No,6929,100,218,12241,11,1,3,8,7,7,7
417,Healthcare Representative,3,Travel_Rarely,No,9613,48,1132,10942,17,3,5,18,10,3,7
419,Laboratory Technician,2,Non-Travel,No,5674,47,1105,6927,15,1,3,9,8,0,8
420,Sales Executive,2,Travel_Rarely,No,5484,91,906,16985,14,1,3,13,8,4,8
421,Research Director,3,Travel_Rarely,No,12061,81,849,26707,17,1,2,10,8,0,1
422,Healthcare Representative,2,Non-Travel,Yes,5660,32,390,17056,13,1,2,5,3,1,2
423,Research Scientist,1,Travel_Rarely,Yes,4821,86,691,10077,12,1,4,5,2,0,3
424,Human Resources,2,Travel_Rarely,No,6410,62,106,17822,12,0,1,2,2,1,0
425,Laboratory Technician,3,Travel_Frequently,No,5210,97,1249,20308,18,1,2,24,9,9,11
426,Research Scientist,1,Travel_Rarely,Yes,2695,32,192,7747,18,1,2,2,2,2,2
428,Manager,3,Travel_Frequently,No,11878,74,553,23364,11,2,2,10,6,8,8
429,Manager,4,Travel_Rarely,Yes,17068,99,117,5355,14,0,3,21,9,11,10
430,Laboratory Technician,1,Travel_Frequently,No,2455,33,185,10675,19,0,5,8,7,1,7
431,Healthcare Representative,4,Travel_Rarely,Yes,13964,90,1091,17810,12,0,2,7,1,0,7
433,Research Scientist,2,Travel_Rarely,No,4941,85,723,17747,15,0,3,8,2,7,7
434,Research Scientist,1,Travel_Rarely,Yes,2478,85,1220,20938,12,0,2,4,3,1,2
436,Sales Executive,2,Travel_Rarely,Yes,5228,65,588,24624,11,0,2,13,12,11,9
437,Sales Executive,2,Travel_Rarely,Yes,4478,74,1377,5242,11,0,3,5,4,0,4
438,Sales Executive,2,Travel_Rarely,No,7547,73,691,7143,12,3,3,7,7,1,7
439,Research Scientist,2,Travel_Rarely,No,5055,74,1018,10557,16,0,0,7,7,0,7
440,Research Scientist,1,Travel_Rarely,Yes,3464,84,1157,24737,13,0,4,3,2,2,2
441,Research Scientist,2,Travel_Rarely,No,5775,64,1275,11934,13,2,2,10,8,1,9
442,Manufacturing Director,3,Travel_Frequently,No,8943,48,798,14034,24,1,2,10,9,8,9
444,Manager,5,Travel_Frequently,No,19272,54,672,21141,15,1,2,21,9,13,3
445,Sales Executive,2,Travel_Rarely,Yes,5238,41,1162,17778,18,0,3,1,0,0,0
446,Sales Executive,2,Travel_Frequently,No,4682,46,508,4317,14,0,6,7,7,0,1
447,Research Director,5,Travel_Rarely,No,18300,42,1482,16375,11,1,2,3,2,1,1
448,Laboratory Technician,2,Travel_Frequently,No,5257,82,559,6227,11,1,3,9,7,0,0
449,Sales Executive,2,Non-Travel,Yes,6349,73,210,22107,13,1,0,5,4,1,4
450,Research Scientist,2,Travel_Frequently,No,4869,31,928,16885,12,0,4,4,3,0,3
451,Healthcare Representative,3,Travel_Rarely,No,9985,43,1001,9262,16,1,1,1,0,0,0
452,Research Scientist,2,Travel_Rarely,No,3697,75,549,9278,14,2,3,10,9,9,8
453,Sales Executive,2,Travel_Rarely,Yes,7457,57,1124,13273,22,3,2,4,3,0,2
454,Laboratory Technician,1,Travel_Rarely,Yes,2119,77,318,4759,11,0,4,7,7,0,7
455,Laboratory Technician,1,Travel_Rarely,No,3983,30,738,7621,17,0,2,3,2,2,2
456,Sales Executive,2,Travel_Rarely,No,6118,30,570,5431,13,3,2,10,9,1,2
458,Sales Executive,2,Travel_Rarely,No,6214,56,1130,3415,18,1,3,8,7,0,7
460,Manufacturing Director,2,Travel_Rarely,No,6347,61,1192,23177,16,2,2,6,2,0,4
461,Research Director,3,Travel_Rarely,Yes,11510,92,343,15682,14,1,3,11,10,2,9
462,Manufacturing Director,3,Travel_Rarely,Yes,7143,39,1232,25713,14,0,2,11,9,4,10
463,Sales Executive,2,Travel_Rarely,Yes,8268,39,144,11866,14,2,2,7,7,1,7
464,Manufacturing Director,3,Travel_Rarely,No,8095,62,1296,18264,13,0,5,16,6,0,13
465,Research Scientist,1,Travel_Rarely,No,2904,83,1309,16092,12,2,2,4,2,0,2
466,Manufacturing Director,2,Travel_Rarely,Yes,6032,95,483,10110,15,0,3,5,4,1,2
467,Sales Representative,2,Travel_Frequently,No,2976,99,1309,25751,19,0,3,0,0,0,0
468,Research Director,4,Travel_Rarely,No,15992,44,810,15901,14,0,2,1,0,0,0
469,Sales Executive,2,Non-Travel,No,4649,61,746,16928,14,1,3,4,3,0,2
470,Human Resources,1,Travel_Rarely,Yes,2696,52,544,24017,11,1,5,3,2,1,0
471,Laboratory Technician,1,Travel_Rarely,No,2370,75,1062,3956,13,1,4,8,0,0,7
473,Manager,3,Travel_Rarely,No,12504,91,530,23978,21,1,3,0,0,0,0
474,Research Scientist,2,Travel_Rarely,Yes,5974,51,1319,17001,13,2,2,7,7,6,7
475,Sales Executive,2,Non-Travel,Yes,4736,85,641,6069,12,1,2,2,2,2,2
476,Sales Executive,2,Travel_Rarely,No,5296,57,933,20156,17,1,3,8,7,7,7
477,Healthcare Representative,2,Travel_Rarely,No,6781,98,1332,17078,23,0,6,1,0,0,0
478,Sales Representative,1,Travel_Frequently,Yes,2174,99,756,9150,11,0,3,3,2,1,2
479,Sales Executive,2,Non-Travel,No,6653,45,845,15276,15,0,6,1,0,0,0
481,Sales Executive,3,Travel_Frequently,No,9699,48,541,7246,11,1,2,13,9,1,12
482,Healthcare Representative,2,Travel_Rarely,No,6755,88,593,2967,11,0,2,3,2,1,2
483,Laboratory Technician,1,Travel_Rarely,Yes,2213,46,1171,22495,13,1,3,7,7,1,7
484,Sales Representative,1,Non-Travel,No,2610,39,895,2851,24,0,3,3,2,2,2
485,Sales Representative,1,Travel_Rarely,Yes,2851,34,350,9150,13,0,2,1,0,0,0
486,Laboratory Technician,1,Travel_Rarely,No,3452,98,921,17663,20,1,3,5,4,0,3
487,Manufacturing Director,2,Non-Travel,No,5258,30,1144,16044,14,0,2,1,0,0,0
488,Sales Executive,2,Travel_Frequently,No,9355,56,143,9558,18,0,5,8,7,7,7
491,Healthcare Representative,3,Travel_Rarely,No,10496,100,1046,2755,15,0,2,4,3,1,3
492,Sales Executive,2,Travel_Rarely,Yes,6380,68,575,6110,12,2,6,6,4,1,0
493,Research Scientist,1,Travel_Rarely,Yes,2657,42,408,7551,16,0,5,2,2,2,2
494,Sales Representative,1,Travel_Rarely,No,2716,90,156,25422,15,0,0,1,0,0,0
495,Research Scientist,1,Travel_Rarely,No,2201,54,1283,18168,16,0,4,3,2,1,2
496,Healthcare Representative,2,Travel_Rarely,No,6540,97,755,19394,19,0,5,1,1,0,0
497,Laboratory Technician,1,Travel_Rarely,No,3816,82,1469,17881,11,1,2,5,2,0,4
498,Sales Executive,2,Travel_Rarely,No,5253,92,304,20750,16,0,1,7,5,0,7
499,Healthcare Representative,3,Travel_Rarely,No,10965,31,1261,12066,24,0,2,5,2,0,0
500,Sales Executive,2,Travel_Rarely,No,4936,87,1178,14862,11,1,2,7,7,0,7
501,Research Scientist,1,Travel_Rarely,No,2543,96,329,11868,13,1,3,2,2,2,2
502,Sales Executive,2,Non-Travel,Yes,5304,67,1362,4652,13,0,3,5,2,0,4
505,Manager,4,Travel_Rarely,Yes,16659,97,1311,23258,13,0,2,5,4,1,2
507,Sales Executive,2,Travel_Rarely,Yes,4260,77,1371,5915,12,1,2,5,2,0,3
508,Sales Representative,1,Travel_Rarely,No,2476,72,202,17434,18,1,3,1,0,0,0
510,Research Scientist,1,Travel_Frequently,No,3102,73,575,6582,22,0,2,6,4,0,4
511,Research Scientist,1,Travel_Rarely,No,2244,43,253,24440,13,1,1,2,1,1,2
513,Sales Executive,3,Travel_Rarely,No,7596,61,164,3809,13,2,2,10,9,9,0
514,Research Scientist,1,Travel_Frequently,Yes,2285,40,464,3427,23,0,4,1,0,0,0
515,Laboratory Technician,1,Travel_Rarely,No,3034,95,1107,26914,12,1,2,18,7,12,17
516,Sales Executive,2,Travel_Rarely,No,5715,46,759,22553,12,2,5,5,4,1,3
517,Laboratory Technician,1,Travel_Rarely,No,2576,95,201,20490,16,1,5,5,2,1,2
518,Manufacturing Director,2,Travel_Rarely,Yes,4197,49,1305,21123,12,0,2,1,0,0,1
520,Research Director,4,Travel_Rarely,No,14336,59,982,4345,11,1,3,25,10,3,9
521,Laboratory Technician,2,Travel_Rarely,No,3448,78,555,13436,22,1,3,1,0,0,0
522,Research Director,5,Travel_Rarely,No,19406,86,821,8509,11,1,4,4,2,1,2
523,Sales Executive,2,Non-Travel,No,6538,72,1381,12740,15,1,3,3,2,1,2
524,Manufacturing Director,2,Travel_Rarely,No,4306,31,480,4156,12,1,5,13,10,3,12
525,Laboratory Technician,1,Travel_Frequently,No,2258,61,313,15238,20,1,1,3,2,1,2
526,Healthcare Representative,2,Travel_Rarely,Yes,4522,74,1473,2227,14,0,3,5,2,0,2
527,Sales Executive,2,Travel_Rarely,Yes,4487,99,891,12090,11,0,3,5,4,1,3
529,Research Scientist,2,Non-Travel,Yes,4449,72,1063,23866,15,2,2,13,11,10,7
530,Laboratory Technician,1,Travel_Rarely,No,2218,98,329,16193,12,1,3,4,2,3,2
531,Manager,5,Travel_Frequently,Yes,19197,52,1218,8213,14,1,3,21,8,1,6
532,Sales Executive,4,Travel_Frequently,No,13212,86,906,18256,11,3,0,7,7,7,7
533,Sales Executive,2,Travel_Rarely,No,6577,83,1082,19558,11,0,6,5,4,4,4
534,Sales Executive,3,Travel_Rarely,No,8392,49,645,19566,16,1,2,10,7,0,7
536,Laboratory Technician,2,Travel_Rarely,No,4558,79,1300,13535,12,1,2,10,0,1,8
538,Laboratory Technician,1,Travel_Rarely,No,4031,91,688,9396,13,1,5,2,2,0,2
543,Manufacturing Director,3,Travel_Rarely,Yes,7969,39,319,19609,14,0,4,5,4,0,4
544,Research Scientist,1,Travel_Rarely,No,2654,69,192,9655,21,2,3,2,2,0,2
546,Manager,4,Travel_Rarely,No,16555,30,1490,10310,13,0,2,5,2,1,4
547,Research Scientist,2,Travel_Frequently,No,4556,92,532,12932,11,1,3,5,4,0,2
548,Manufacturing Director,2,Travel_Rarely,No,6091,43,317,24793,20,0,2,5,4,0,2
549,Manager,5,Travel_Rarely,No,19566,41,422,3854,11,0,5,29,8,11,10
550,Manufacturing Director,2,Travel_Rarely,No,4810,87,1485,26314,14,1,5,10,7,0,8
551,Healthcare Representative,2,Travel_Frequently,No,4523,88,1368,4386,11,3,4,6,5,0,4
554,Sales Representative,1,Travel_Rarely,Yes,3202,62,1448,21972,16,0,4,5,3,1,4
555,Sales Representative,1,Travel_Frequently,No,2351,33,296,12253,16,1,3,2,2,1,0
556,Laboratory Technician,1,Travel_Frequently,Yes,1702,42,1490,12106,23,1,3,1,0,0,0
558,Manager,5,Travel_Rarely,No,18041,79,1398,13022,14,0,2,20,15,1,12
560,Research Scientist,1,Travel_Rarely,No,2886,90,1349,3032,22,2,3,3,2,0,2
562,Laboratory Technician,1,Non-Travel,No,2097,53,1400,16734,15,1,3,5,3,1,4
564,Research Director,3,Travel_Rarely,No,11935,93,986,21526,18,0,2,10,2,0,7
565,Research Scientist,1,Travel_Rarely,No,2546,71,408,18300,16,0,2,2,2,1,1
566,Human Resources,1,Travel_Rarely,No,2564,52,489,18437,12,0,3,1,0,0,0
567,Sales Executive,3,Non-Travel,No,8412,69,1398,2890,11,0,3,9,8,7,8
568,Manager,4,Travel_Rarely,No,14118,56,210,22102,12,1,3,1,0,0,0
569,Manager,4,Travel_Rarely,No,17046,88,1099,9314,15,1,2,27,10,15,7
571,Laboratory Technician,1,Non-Travel,No,2564,49,1116,7181,14,0,2,11,7,6,7
573,Sales Executive,3,Travel_Frequently,No,10266,80,1499,2845,19,0,5,18,13,13,11
574,Manufacturing Director,2,Travel_Rarely,No,5070,65,983,7389,13,3,2,5,0,0,4
575,Research Director,4,Travel_Rarely,No,17861,51,1009,2288,13,0,2,3,2,0,1
577,Laboratory Technician,1,Travel_Rarely,No,4230,46,144,19225,15,0,2,5,4,4,3
578,Laboratory Technician,2,Travel_Rarely,No,3780,42,548,23428,11,0,3,1,0,0,0
579,Research Scientist,1,Travel_Rarely,No,2768,62,1303,8416,12,1,3,7,3,5,7
580,Sales Executive,3,Travel_Rarely,Yes,9071,94,1125,11563,19,1,3,3,2,1,2
581,Manufacturing Director,3,Travel_Rarely,No,10648,33,1274,14394,25,1,6,13,8,0,8
582,Manager,3,Travel_Rarely,Yes,13610,56,1277,24619,12,0,2,7,6,7,7
584,Laboratory Technician,1,Travel_Rarely,No,3408,38,587,6705,13,3,2,4,3,1,3
585,Sales Representative,1,Travel_Rarely,No,2983,57,413,18398,14,0,3,3,2,1,2
586,Healthcare Representative,3,Travel_Rarely,Yes,7632,72,1276,14295,12,0,2,8,7,0,0
587,Healthcare Representative,3,Travel_Frequently,No,9824,66,534,22908,12,0,2,1,0,0,0
590,Human Resources,3,Travel_Frequently,Yes,9950,43,988,11533,15,3,2,3,2,0,2
591,Laboratory Technician,1,Travel_Frequently,No,2093,97,1474,9260,17,1,4,2,2,2,0
592,Sales Executive,3,Non-Travel,No,9980,32,635,15318,14,0,3,10,3,9,7
593,Laboratory Technician,1,Travel_Frequently,No,3894,99,1368,9129,16,0,3,2,2,1,2
595,Sales Executive,2,Travel_Rarely,No,4051,37,163,19658,14,1,2,9,7,6,7
597,Manager,4,Travel_Rarely,No,16835,83,1117,9873,23,0,2,10,9,7,7
599,Sales Executive,2,Non-Travel,No,6230,56,267,13430,14,0,3,14,3,1,10
600,Sales Executive,2,Travel_Rarely,No,4717,85,619,18659,11,0,2,11,9,6,9
601,Manufacturing Director,4,Travel_Rarely,No,13237,75,302,20364,15,0,3,20,6,5,13
602,Laboratory Technician,1,Travel_Frequently,No,3755,48,443,17872,11,1,3,8,3,0,7
604,Sales Executive,2,Travel_Rarely,Yes,6582,77,828,8346,13,0,2,6,5,0,5
605,Manufacturing Director,3,Travel_Rarely,Yes,7406,56,319,6950,21,1,5,10,9,5,8
606,Sales Executive,2,Travel_Rarely,No,4805,61,561,16177,19,1,3,8,7,3,7
608,Human Resources,1,Travel_Frequently,Yes,2741,58,426,22808,11,1,2,7,7,1,0
611,Manufacturing Director,2,Travel_Rarely,No,4262,34,232,22645,12,2,2,3,2,1,2
612,Research Director,4,Travel_Rarely,No,16184,95,922,22578,19,1,2,6,1,0,5
613,Manager,3,Travel_Rarely,No,11557,44,688,25291,21,1,3,5,4,0,1
614,Sales Representative,1,Travel_Frequently,Yes,1878,69,1306,8059,14,0,3,0,0,0,0
615,Sales Executive,3,Non-Travel,No,10932,58,1094,11373,15,1,2,1,0,0,1
616,Healthcare Representative,2,Non-Travel,Yes,6811,62,509,2112,17,0,3,8,7,0,7
618,Sales Executive,2,Travel_Rarely,No,4306,45,775,4267,12,2,5,0,0,0,0
620,Sales Executive,2,Travel_Rarely,No,4859,80,195,6698,16,0,3,5,4,0,3
621,Sales Executive,2,Travel_Rarely,No,5337,74,258,19921,12,0,3,10,7,5,7
622,Laboratory Technician,1,Travel_Rarely,Yes,2340,66,471,23213,18,0,3,1,0,0,0
623,Manufacturing Director,3,Travel_Rarely,No,7491,59,799,23848,17,0,3,6,5,1,2
624,Healthcare Representative,3,Travel_Frequently,No,10527,86,1034,8984,11,0,3,2,2,1,2
625,Manager,4,Travel_Rarely,No,16595,91,1276,5626,16,1,2,18,16,11,8
626,Sales Executive,3,Non-Travel,No,8834,69,142,24666,13,1,6,9,5,7,7
630,Research Scientist,2,Travel_Rarely,Yes,5577,78,956,22087,12,2,3,10,9,6,9
631,Sales Executive,2,Non-Travel,No,4707,60,1474,23914,12,0,2,4,2,1,2
632,Sales Representative,1,Travel_Frequently,No,2400,38,535,5530,13,2,3,2,2,2,1
634,Healthcare Representative,2,Travel_Rarely,No,9824,76,1495,22174,19,1,4,1,0,0,0
635,Manufacturing Director,2,Travel_Rarely,No,6447,65,446,15701,12,1,2,6,5,4,3
638,Research Director,5,Travel_Rarely,Yes,19502,58,1245,2125,17,1,5,31,9,0,9
639,Research Scientist,1,Travel_Rarely,Yes,2725,89,691,21630,11,2,3,6,5,1,4
641,Sales Executive,2,Travel_Rarely,No,6272,66,703,7428,20,2,5,5,3,1,4
643,Laboratory Technician,1,Travel_Rarely,No,2127,94,823,9100,21,1,2,1,0,0,0
644,Manager,5,Travel_Frequently,No,18200,99,1246,7999,11,1,2,32,5,10,7
645,Sales Representative,1,Travel_Rarely,No,2096,40,622,26376,11,0,1,7,4,0,6
647,Laboratory Technician,1,Travel_Frequently,Yes,2886,55,1287,14168,16,1,4,6,3,1,2
648,Sales Representative,1,Travel_Frequently,No,2033,74,448,14470,18,1,2,1,0,0,0
649,Research Scientist,1,Travel_Rarely,Yes,3622,83,254,22794,13,1,3,6,5,1,3
650,Sales Executive,2,Travel_Rarely,No,4233,46,1365,11512,17,0,2,3,1,1,2
652,Laboratory Technician,2,Travel_Rarely,No,3681,54,538,14004,14,0,3,3,2,0,2
653,Sales Executive,2,Travel_Rarely,No,5460,66,525,6219,22,2,4,7,7,5,7
655,Research Scientist,1,Travel_Rarely,No,2187,66,798,5013,12,2,5,5,3,0,3
656,Sales Executive,2,Travel_Rarely,Yes,9602,75,558,3010,11,1,3,3,0,1,0
657,Research Scientist,1,Travel_Rarely,No,2836,83,959,11757,13,0,0,1,0,0,0
659,Healthcare Representative,2,Travel_Rarely,No,4089,81,622,5718,13,2,4,10,2,2,2
661,Research Director,4,Travel_Rarely,Yes,16627,50,782,2671,14,1,3,1,0,0,0
662,Research Scientist,1,Travel_Rarely,No,2619,43,362,14561,17,0,3,0,0,0,0
663,Laboratory Technician,2,Travel_Frequently,Yes,5679,72,1001,19627,13,1,3,8,7,4,7
664,Manager,4,Travel_Rarely,No,15402,40,1236,17997,11,1,3,3,2,0,2
665,Human Resources,2,Travel_Rarely,No,5985,50,1112,26894,11,0,1,2,2,0,2
666,Sales Representative,1,Travel_Rarely,Yes,2579,31,204,2912,18,2,3,8,2,0,6
667,Sales Representative,1,Travel_Rarely,No,3041,85,1420,16346,11,1,3,4,3,0,2
669,Sales Representative,1,Travel_Rarely,No,3447,49,1343,24444,11,0,2,3,2,1,2
671,Manager,5,Travel_Rarely,Yes,19513,35,1315,9358,12,1,2,2,2,0,1
675,Research Scientist,1,Travel_Rarely,No,2773,69,604,12145,20,0,3,2,2,2,2
677,Sales Executive,2,Travel_Rarely,No,7104,39,1216,20431,12,0,3,5,0,1,2
679,Research Scientist,2,Travel_Rarely,Yes,6322,92,646,18089,12,1,2,6,4,0,5
680,Research Scientist,1,Travel_Frequently,No,2083,71,160,22653,20,1,2,1,0,0,0
682,Sales Executive,2,Travel_Rarely,No,8381,34,238,7507,20,0,2,14,7,8,10
683,Research Scientist,1,Travel_Rarely,No,2691,42,1397,7660,12,1,4,10,9,8,8
684,Sales Executive,2,Travel_Frequently,No,4286,100,306,5630,14,2,4,1,1,0,0
686,Laboratory Technician,1,Travel_Rarely,Yes,2659,71,991,17759,13,1,2,3,2,0,2
689,Manufacturing Director,3,Travel_Rarely,No,9434,36,482,9606,15,1,2,10,7,7,8
690,Sales Executive,2,Travel_Rarely,No,5561,62,1176,3487,14,1,5,6,0,1,2
691,Research Scientist,2,Travel_Rarely,No,6646,82,1017,19368,13,0,3,17,11,11,8
692,Healthcare Representative,2,Travel_Frequently,No,7725,30,1296,5335,23,1,2,13,11,4,7
698,Human Resources,3,Travel_Rarely,No,10725,88,397,6729,15,1,1,9,7,7,1
699,Manufacturing Director,2,Travel_Rarely,Yes,8847,48,913,13934,11,1,2,3,2,0,2
700,Research Scientist,1,Travel_Rarely,No,2045,54,1115,15174,13,0,0,4,2,1,1
701,Research Scientist,1,Travel_Rarely,Yes,1009,32,1362,26999,11,0,5,1,0,1,1
702,Research Scientist,1,Travel_Frequently,Yes,3348,70,1076,3164,11,0,3,10,8,9,7
704,Laboratory Technician,1,Non-Travel,No,1281,41,727,16900,18,2,3,1,0,0,0
705,Research Scientist,1,Travel_Rarely,No,2819,58,885,8544,16,1,3,3,2,0,2
707,Sales Executive,2,Travel_Rarely,No,4851,57,810,15678,22,1,4,3,2,1,2
709,Sales Executive,2,Travel_Rarely,No,4028,46,243,7791,20,0,2,7,7,0,5
710,Research Scientist,1,Travel_Frequently,No,2720,76,806,18959,18,1,5,10,7,2,8
712,Sales Executive,2,Travel_Rarely,No,8120,56,817,18597,12,0,3,2,2,2,2
714,Sales Executive,2,Travel_Frequently,Yes,4647,71,1410,16673,20,2,3,6,5,0,4
715,Research Scientist,1,Travel_Rarely,No,4680,80,1225,15232,17,0,2,1,0,0,0
716,Laboratory Technician,1,Travel_Rarely,Yes,3221,74,1207,3297,11,3,3,20,8,3,8
717,Healthcare Representative,3,Travel_Rarely,No,8621,46,1442,17654,14,0,3,8,7,7,7
720,Sales Executive,2,Travel_Rarely,No,4577,65,693,24785,14,0,3,2,2,2,0
721,Healthcare Representative,2,Travel_Rarely,No,4553,80,408,20978,11,0,4,20,7,11,10
722,Sales Executive,2,Travel_Rarely,No,5396,55,929,21703,12,0,2,10,7,0,8
723,Sales Executive,2,Travel_Frequently,Yes,6796,50,562,23452,14,1,4,4,3,1,3
724,Healthcare Representative,2,Travel_Rarely,No,7625,33,827,19383,13,0,4,9,7,1,8
725,Manufacturing Director,3,Travel_Rarely,No,7412,68,608,6009,11,0,3,9,7,0,7
727,Research Director,3,Travel_Rarely,No,11159,39,1018,19373,15,0,6,7,7,7,7
728,Sales Executive,2,Travel_Rarely,No,4960,42,703,11825,12,0,2,7,7,1,7
729,Sales Executive,3,Travel_Frequently,Yes,10475,48,580,23772,21,1,2,18,13,1,12
730,Research Director,4,Travel_Rarely,No,14814,59,970,13514,19,0,3,5,1,1,3
731,Manager,5,Travel_Rarely,No,19141,73,427,8861,15,3,2,21,6,12,6
732,Sales Executive,2,Travel_Rarely,No,5405,84,1179,11924,14,0,1,2,2,2,2
733,Manufacturing Director,3,Travel_Frequently,No,8793,32,294,4809,21,2,4,9,7,1,7
734,Manager,5,Travel_Rarely,No,19189,59,314,19562,12,1,3,22,7,2,10
738,Sales Representative,1,Travel_Rarely,No,3875,54,316,9983,15,1,2,2,2,2,2
741,Research Scientist,1,Travel_Rarely,Yes,2216,67,654,3872,13,0,4,7,7,3,7
742,Research Director,3,Non-Travel,No,11713,63,427,20335,14,1,2,8,7,0,5
743,Manufacturing Director,3,Travel_Rarely,Yes,7861,81,168,15397,14,0,4,1,0,0,0
744,Laboratory Technician,1,Non-Travel,No,3708,49,381,2104,14,0,5,5,2,1,4
746,Sales Executive,4,Travel_Frequently,Yes,13770,49,217,10225,12,2,2,22,2,11,13
747,Sales Executive,2,Travel_Rarely,No,5304,99,501,25275,23,1,2,8,7,7,7
749,Sales Representative,1,Travel_Rarely,No,2642,99,1396,2755,11,0,6,1,0,0,0
752,Research Scientist,1,Travel_Frequently,Yes,2759,57,933,20366,12,0,2,2,2,2,2
754,Sales Executive,2,Travel_Frequently,No,6804,47,775,23683,18,1,5,2,2,2,2
757,Healthcare Representative,2,Travel_Rarely,No,6142,96,970,7360,11,0,2,5,1,4,3
758,Laboratory Technician,1,Travel_Rarely,No,2500,37,650,4344,14,1,2,4,3,0,2
760,Human Resources,2,Travel_Rarely,No,6389,44,141,18767,15,1,3,8,3,3,6
762,Healthcare Representative,4,Travel_Rarely,No,11103,81,832,20420,11,0,1,10,7,1,1
763,Research Scientist,1,Travel_Rarely,Yes,2342,86,804,22929,20,0,2,4,2,2,3
764,Healthcare Representative,2,Travel_Rarely,No,6811,55,975,23398,19,0,2,7,6,0,7
766,Sales Representative,1,Travel_Rarely,No,2297,83,1090,17967,14,2,2,2,2,2,2
769,Laboratory Technician,2,Travel_Rarely,No,2450,86,346,10919,17,0,4,2,2,2,2
771,Healthcare Representative,2,Non-Travel,No,5093,61,1225,4761,11,1,2,1,0,0,0
772,Laboratory Technician,2,Travel_Frequently,No,5309,80,430,21146,15,2,2,10,8,4,7
773,Research Scientist,1,Travel_Rarely,Yes,3057,92,268,20471,13,1,0,1,0,0,1
775,Manufacturing Director,2,Travel_Rarely,No,5121,32,167,4187,14,1,3,0,0,0,0
776,Manager,4,Travel_Rarely,No,16856,31,621,10084,11,0,3,34,6,1,16
780,Research Scientist,1,Travel_Rarely,Yes,2686,63,527,5207,13,0,2,10,9,7,8
781,Sales Executive,2,Travel_Rarely,No,6180,32,883,22807,23,0,5,6,5,1,4
783,Sales Representative,2,Travel_Rarely,No,6632,46,954,12388,13,0,3,8,7,3,1
784,Research Scientist,1,Travel_Rarely,No,3505,79,310,19630,18,0,3,2,2,0,2
785,Sales Executive,2,Travel_Frequently,Yes,6397,77,719,10339,12,0,2,5,4,1,3
786,Sales Executive,2,Travel_Rarely,No,6274,60,304,18686,22,0,5,6,5,1,4
787,Manager,5,Travel_Rarely,Yes,19859,78,725,21199,13,1,2,5,2,1,4
789,Sales Executive,3,Non-Travel,No,7587,76,1434,14229,15,0,1,10,7,0,9
791,Research Scientist,1,Non-Travel,No,4258,41,715,26589,18,1,3,4,3,1,2
792,Laboratory Technician,1,Travel_Frequently,No,4364,71,575,5288,14,1,2,2,2,2,0
793,Healthcare Representative,2,Travel_Rarely,No,4335,66,657,25549,12,1,3,8,7,1,1
796,Sales Executive,2,Travel_Rarely,No,5326,38,1146,3064,17,0,2,4,3,1,2
797,Research Scientist,1,Travel_Rarely,No,3280,72,182,13551,16,0,2,4,2,1,3
799,Manufacturing Director,2,Travel_Rarely,Yes,5485,95,376,22670,11,2,4,5,3,1,4
800,Sales Executive,2,Travel_Frequently,No,4342,84,829,24008,19,1,3,4,2,1,1
802,Research Scientist,1,Travel_Rarely,Yes,2782,82,571,19905,13,2,3,5,3,4,3
803,Manufacturing Director,2,Travel_Frequently,Yes,5980,75,240,26085,12,0,2,15,7,4,12
804,Research Scientist,1,Travel_Rarely,No,4381,86,121,7530,11,0,3,6,5,1,3
805,Sales Representative,1,Travel_Rarely,No,2572,72,384,20317,16,1,1,3,2,0,2
806,Laboratory Technician,1,Travel_Rarely,No,3833,38,921,24375,21,2,2,2,2,0,2
807,Healthcare Representative,2,Travel_Frequently,No,4244,38,791,9931,24,1,2,8,7,3,7
808,Sales Executive,2,Travel_Rarely,No,6500,93,1111,13305,17,1,1,3,2,1,2
809,Manager,5,Travel_Frequently,No,18430,66,570,16225,13,1,4,24,7,14,9
811,Laboratory Technician,1,Travel_Rarely,Yes,1601,63,1243,3445,21,2,2,0,0,0,0
812,Laboratory Technician,1,Non-Travel,No,2694,60,1092,26551,11,3,4,1,0,0,0
